Scene,Estimated PAH cost,Estimated SAH cost,Real cost with fallback,Intersections with fallback,Real cost without fallback,Intersections without fallback,Fallback BVH cost,Only fallback cost,Hit percentage,Overlapping % 4,Overlapping % culled 4,Overlapping % culled 7,Overlapping % culled 10,Overlapping % culled 15,Overlapping % culled 100,Max level,Max triangles per leaf,Max non fallback levels,Split plane quality threshold,Acceptable children/father hit probability,Excellent children/father hit probability,Compute cost PAH average,Compute cost PAH average count,Choose split plane PAH average,Choose split plane PAH average count
SuzannePlaneOblique_Full,22.203296661376953,41.26923370361328,26.348005294799805,16.493999481201172,21.90640640258789,14.017000198364258,22.810007095336914,5.790873050689697,0.2329999953508377,0.5155844688415527,0.515584409236908,0.5700440406799316,0.6300845742225647,0.6371886730194092,0.6371886730194092,15,2,100,0.4000000059604645,1.2999999523162842,0.8999999761581421,122.4610824584961,65.65767669677734,0.3088010847568512,2.1607882976531982
Crowd_Plane_15_Standard,111.27603149414063,44.25808334350586,110.7699966430664,66.71900177001953,110.7699966430664,66.71900177001953,130.03594970703125,110.7699966430664,1.0,0.5676935911178589,0.5948485732078552,0.4360707104206085,0.4075124263763428,0.5252429842948914,0.5622382760047913,25,2,100,0.9900000095367432,1.2999999523162842,0.8999999761581421,193.98622131347656,48.80287551879883,20.931808471679688,1.4770972728729248
CottageWalls_Plane_Oblique_Full,169.57943725585938,59.53001403808594,170.96435546875,101.27300262451172,170.96435546875,101.27300262451172,131.49710083007813,170.96435546875,1.0,0.6809806823730469,0.8102028965950012,0.7945263981819153,0.7639106512069702,0.7651603817939758,0.7665421962738037,27,2,100,0.4000000059604645,1.2999999523162842,0.8999999761581421,376.07537841796875,58.86962890625,1.8578722476959229,1.7653307914733887
Wood__Plane_Parallel_Full,97.744384765625,97.14473724365234,121.29808807373047,80.31300354003906,96.8929672241211,64.90799713134766,126.30506134033203,78.98124694824219,0.7369999885559082,0.5416289567947388,0.5667864680290222,0.6683306097984314,0.7515242099761963,0.7992607355117798,0.8263276815414429,23,2,100,0.4000000059604645,1.2999999523162842,0.8999999761581421,528.1385498046875,63.727561950683594,2.4365668296813965,2.502497434616089
SuzannePlaneParallel_Full,35.68330764770508,51.37226104736328,41.31242370605469,27.84000015258789,36.63563537597656,25.20199966430664,46.76722717285156,15.961775779724121,0.7070000171661377,0.2227073460817337,0.2601468861103058,0.5205536484718323,0.6150687336921692,0.6192078590393066,0.6192078590393066,15,2,100,0.4000000059604645,1.2999999523162842,0.8999999761581421,84.56035614013672,72.33651733398438,0.2541010081768036,2.460620641708374
Random1000_Plane_45_Full,90.44012451171875,79.20748901367188,117.20354461669922,70.02300262451172,91.3485107421875,55.14799880981445,100.62849426269531,69.13148498535156,0.6259999871253967,0.5103219747543335,0.5746983885765076,0.6198381185531616,0.5977292060852051,0.5980517864227295,0.5980517864227295,13,2,100,0.4000000059604645,1.2999999523162842,0.8999999761581421,65.42163848876953,54.5945930480957,0.3779003918170929,1.6186186075210571
Wood_Plane_15_Full,118.32682037353516,110.76972961425781,132.30740356445313,84.7760009765625,117.70903015136719,76.0719985961914,115.42019653320313,41.355224609375,0.6470000147819519,0.758961021900177,0.7909324169158936,0.7963050603866577,0.8138337135314941,0.8292865753173828,0.829719603061676,23,2,100,0.4000000059604645,1.2999999523162842,0.8999999761581421,750.333740234375,67.055908203125,2.6166908740997314,2.5622544288635254
Wood_Plane_Oblique_Full,113.12075805664063,89.10054016113281,127.38128662109375,81.68699645996094,116.23979187011719,75.18199920654297,112.62224578857422,37.64052200317383,0.7039999961853027,0.7146638035774231,0.7432966828346252,0.7720407247543335,0.7926216125488281,0.8118471503257751,0.8154135346412659,23,2,100,0.4000000059604645,1.2999999523162842,0.8999999761581421,938.16796875,77.17960357666016,2.941504716873169,2.6647450923919678
Random1000_Plane_15_Full,87.89183807373047,81.322265625,106.82321166992188,63.374000549316406,87.18525695800781,52.12699890136719,90.16726684570313,55.94872283935547,0.6489999890327454,0.5417848825454712,0.6080673336982727,0.6072388887405396,0.5849877595901489,0.5853087306022644,0.5853087306022644,13,2,100,0.4000000059604645,1.2999999523162842,0.8999999761581421,123.9554672241211,65.16516876220703,0.26870158314704895,2.0060060024261475
Wood_Plane_45_Full,187.718505859375,136.05648803710938,195.00088500976563,120.9219970703125,183.2676239013672,114.14299774169922,135.1236114501953,39.110652923583984,0.699999988079071,0.6998891234397888,0.7329525947570801,0.7901301383972168,0.8167383074760437,0.7885870933532715,0.7878302931785583,26,2,100,0.4000000059604645,1.2999999523162842,0.8999999761581421,419.0909118652344,47.39817810058594,2.412186861038208,1.722949504852295
