Scene,Estimated PAH cost,Estimated SAH cost,Real cost with fallback,Intersections with fallback,Real cost without fallback,Intersections without fallback,Fallback BVH cost,Only fallback cost,Hit percentage,Overlapping % 4,Overlapping % culled 4,Overlapping % culled 7,Overlapping % culled 10,Overlapping % culled 15,Overlapping % culled 100,Max level,Max triangles per leaf,Max non fallback levels,Split plane quality threshold,Acceptable children/father hit probability,Excellent children/father hit probability,Compute cost PAH average,Compute cost PAH average count,Choose split plane PAH average,Choose split plane PAH average count
Wood_Plane_Oblique_Longest,186.34422302246094,133.8935546875,201.0842742919922,120.7020034790039,189.9425811767578,114.1969985961914,112.62224578857422,37.64052200317383,0.7039999961853027,0.9554302096366882,0.9540408849716187,0.8872341513633728,0.8190910220146179,0.8078557848930359,0.8115466237068176,25,2,100,0.9900000095367432,1.2999999523162842,0.8999999761581421,489.8576354980469,54.73111343383789,3.237006187438965,1.8312016725540161
Wood_Plane_Parallel_Facing,113.24541473388672,84.2171630859375,128.24647521972656,83.83999633789063,105.07617950439453,69.3499984741211,121.3070297241211,75.4736328125,0.7360000014305115,0.6370997428894043,0.6577847599983215,0.6971435546875,0.7662767171859741,0.8152042627334595,0.8178663849830627,24,2,100,0.4000000059604645,1.2999999523162842,0.8999999761581421,36.46133041381836,73.075927734375,2.180187463760376,2.5743396282196045
Random1000_Plane_15_Longest,81.24415588378906,75.66909790039063,99.11123657226563,59.518001556396484,79.47323608398438,48.270999908447266,90.16726684570313,55.94872283935547,0.6489999890327454,0.48091569542884827,0.5519638657569885,0.5726867914199829,0.5744863152503967,0.5761204957962036,0.5761204957962036,13,2,100,0.9900000095367432,1.2999999523162842,0.8999999761581421,93.6781234741211,53.56556701660156,0.35090014338493347,1.2802802324295044
Wood_Plane_45_Longest,218.9921417236328,140.07228088378906,226.23983764648438,137.60299682617188,214.50653076171875,130.82400512695313,135.1236114501953,39.110652923583984,0.699999988079071,0.9256598353385925,0.9435845613479614,0.88113933801651,0.8520215749740601,0.8335409760475159,0.8330634236335754,29,2,100,0.9900000095367432,1.2999999523162842,0.8999999761581421,438.7654113769531,55.76895523071289,2.988100528717041,1.8310457468032837
Wood_Plane_Parallel_Longest,136.98365783691406,98.40174865722656,162.1192169189453,103.822998046875,137.71400451660156,88.41799926757813,126.30506134033203,78.98124694824219,0.7369999885559082,0.6218897700309753,0.6567505598068237,0.6847974061965942,0.7800697088241577,0.8039855360984802,0.8034240007400513,26,2,100,0.9900000095367432,1.2999999523162842,0.8999999761581421,344.1516418457031,50.37192916870117,3.3813109397888184,1.7377992868423462
SuzannePlaneParallel_Longest,41.01423263549805,49.00175476074219,46.62202835083008,30.5,41.94522476196289,27.86199951171875,46.76722717285156,15.961775779724121,0.7070000171661377,0.36282992362976074,0.40155813097953796,0.5238915681838989,0.6035836338996887,0.6158287525177002,0.616008460521698,17,2,100,0.9900000095367432,1.2999999523162842,0.8999999761581421,53.419124603271484,52.35476303100586,0.34989970922470093,1.5571428537368774
Crowd_Plane_15_Facing,102.28656005859375,57.128334045410156,102.15760040283203,62.4119987487793,102.15760040283203,62.4119987487793,130.03594970703125,102.15760040283203,1.0,0.49174296855926514,0.5360051393508911,0.4449019730091095,0.41869816184043884,0.5479286909103394,0.58553147315979,26,2,100,0.4000000059604645,1.2999999523162842,0.8999999761581421,294.79766845703125,74.1212387084961,17.252187728881836,2.371800184249878
Random1000_Plane_45_Longest,106.83585357666016,80.98551940917969,133.8535614013672,78.3479995727539,107.99848937988281,63.472999572753906,100.62849426269531,69.13148498535156,0.6259999871253967,0.5441888570785522,0.6310732364654541,0.605280339717865,0.5653778910636902,0.5649603605270386,0.5649603605270386,14,2,100,0.9900000095367432,1.2999999523162842,0.8999999761581421,99.54959869384766,56.0400390625,0.357400119304657,1.284284234046936
Wood_Plane_15_Longest,182.92457580566406,133.36123657226563,195.95545959472656,118.9520034790039,181.35694885253906,110.24800109863281,115.42019653320313,41.355224609375,0.6470000147819519,0.9642690420150757,0.9667031168937683,0.8567363023757935,0.831283688545227,0.8222960829734802,0.8228724598884583,26,2,100,0.9900000095367432,1.2999999523162842,0.8999999761581421,443.95843505859375,53.137779235839844,3.1119985580444336,1.7827738523483276
SuzannePlane15_Longest,49.35952377319336,41.74403762817383,55.65436553955078,35.702999114990234,48.93518829345703,31.865999221801758,53.080360412597656,19.034564971923828,0.6470000147819519,0.426492303609848,0.5079590678215027,0.5616613030433655,0.6133776307106018,0.6211053133010864,0.6211053133010864,16,2,100,0.9900000095367432,1.2999999523162842,0.8999999761581421,74.33447265625,56.53463363647461,0.42579975724220276,1.6850649118423462
Random1000_Plane_Parallel_Longest,73.8314208984375,79.53455352783203,90.43557739257813,55.154998779296875,72.60404205322266,44.904998779296875,89.9499740600586,81.05269622802734,0.7799999713897705,0.44887587428092957,0.5110460519790649,0.5538715720176697,0.5665515661239624,0.5708990097045898,0.5708990097045898,15,2,100,0.9900000095367432,1.2999999523162842,0.8999999761581421,74.99620819091797,56.75075149536133,0.3616003096103668,1.3303303718566895
SuzannePlane45_Longest,56.74943542480469,43.00126647949219,65.45838165283203,40.755001068115234,56.95835494995117,35.875,56.59595489501953,19.058300018310547,0.5540000200271606,0.4947276711463928,0.5422337651252747,0.5565199255943298,0.5977959632873535,0.6041114330291748,0.6041114330291748,15,2,100,0.9900000095367432,1.2999999523162842,0.8999999761581421,76.28675079345703,53.432491302490234,0.4020998775959015,1.6139240264892578
CottageWalls_Plane_45_Facing,137.1479034423828,60.94428253173828,138.22642517089844,86.03399658203125,138.22642517089844,86.03399658203125,146.0952606201172,138.22642517089844,1.0,0.6501802206039429,0.748619794845581,0.6876100897789001,0.6723403334617615,0.7117823958396912,0.714593231678009,26,2,100,0.4000000059604645,1.2999999523162842,0.8999999761581421,19.214828491210938,53.33029556274414,1.9295756816864014,1.739904761314392
SuzannePlaneOblique_Longest,74.44651794433594,50.41690444946289,81.93558502197266,51.54399871826172,74.20158386230469,47.012001037597656,66.92520904541016,25.69435691833496,0.6990000009536743,0.5353911519050598,0.6642448902130127,0.664249062538147,0.6653662323951721,0.6681807637214661,0.6681807637214661,16,2,100,0.9900000095367432,1.2999999523162842,0.8999999761581421,79.45030975341797,59.214996337890625,0.4096997082233429,1.7133406400680542
Cottage_Plane_Oblique_Longest,114.5973129272461,70.70519256591797,118.9137954711914,72.89800262451172,115.45821380615234,70.6240005493164,91.68427276611328,37.973628997802734,0.9089999794960022,0.7468671202659607,0.8109729290008545,0.8002027273178101,0.8191722631454468,0.798043429851532,0.7988919019699097,20,2,100,0.9900000095367432,1.2999999523162842,0.8999999761581421,251.08456420898438,61.29012680053711,1.8535680770874023,1.9296244382858276
Cottage_Plane_Parallel_Longest,99.6014404296875,60.3133430480957,117.55905151367188,76.41300201416016,99.70072937011719,64.46299743652344,88.33753967285156,69.75936889648438,0.7440000176429749,0.7153082489967346,0.7762007117271423,0.8027902245521545,0.8184120655059814,0.77687007188797,0.7779713869094849,24,2,100,0.9900000095367432,1.2999999523162842,0.8999999761581421,119.88704681396484,54.10763168334961,1.1845921277999878,1.7751003503799438
Cottage_Plane_15_Longest,115.49564361572266,67.88346099853516,121.56399536132813,78.4530029296875,114.64032745361328,73.68000030517578,103.87232971191406,63.519248962402344,0.8920000195503235,0.8759916424751282,0.9466231465339661,0.8236260414123535,0.818027913570404,0.8049943447113037,0.8059796094894409,22,2,100,0.9900000095367432,1.2999999523162842,0.8999999761581421,209.5723114013672,55.61930847167969,1.7497833967208862,1.8226206302642822
Cottage_Plane_45_Longest,122.69493865966797,73.99356079101563,128.19114685058594,78.87300109863281,122.5110855102539,75.11900329589844,98.13113403320313,46.17885208129883,0.8769999742507935,0.8076238036155701,0.8399544954299927,0.8062153458595276,0.8023858070373535,0.7798386812210083,0.7815585732460022,21,2,100,0.9900000095367432,1.2999999523162842,0.8999999761581421,274.58984375,57.84454345703125,1.9661731719970703,1.8333333730697632
Random100_Plane_45_Facing,21.50472068786621,21.376842498779297,40.618377685546875,22.006000518798828,21.173192977905273,11.560999870300293,22.49118423461914,21.726490020751953,0.10499999672174454,0.39134934544563293,0.4429785907268524,0.4170787036418915,0.4169241189956665,0.4169241189956665,0.4169241189956665,9,2,100,0.4000000059604645,1.2999999523162842,0.8999999761581421,0.29709991812705994,39.09090805053711,0.024399975314736366,1.1010100841522217
Random100_Plane_Parallel_Facing,14.021272659301758,20.709514617919922,30.214086532592773,16.702999114990234,14.016854286193848,8.008000373840332,20.31681251525879,19.305418014526367,0.16099999845027924,0.1272767335176468,0.14626337587833405,0.19520631432533264,0.19520631432533264,0.19520631432533264,0.19520631432533264,8,2,100,0.4000000059604645,1.2999999523162842,0.8999999761581421,0.4692997634410858,55.050506591796875,0.02089998684823513,1.4040404558181763
CottageWalls_Plane_Parallel_Longest,127.02975463867188,68.8453369140625,127.8266830444336,81.34100341796875,127.66948699951172,81.25399780273438,122.36904907226563,52.40000534057617,1.0,0.8550146818161011,0.921543300151825,0.7783425450325012,0.7403317093849182,0.7416403889656067,0.7429977655410767,24,2,100,0.9900000095367432,1.2999999523162842,0.8999999761581421,114.87537384033203,54.89131164550781,1.299788475036621,1.8352763652801514
CottageWalls_Plane_15_Longest,310.0377502441406,91.65363311767578,308.8808288574219,174.05999755859375,308.8808288574219,174.05999755859375,144.49742126464844,308.8808288574219,1.0,0.8464618921279907,0.863737940788269,0.8600262999534607,0.8034387826919556,0.7796372771263123,0.7816563844680786,27,2,100,0.9900000095367432,1.2999999523162842,0.8999999761581421,278.0259094238281,57.852989196777344,2.0313751697540283,1.8043016195297241
CottageWalls_Plane_45_Longest,314.1592102050781,120.74674224853516,317.69610595703125,175.70599365234375,317.69610595703125,175.70599365234375,144.33258056640625,317.69610595703125,1.0,0.8757044672966003,0.9174996018409729,0.8406212329864502,0.8030502200126648,0.7766950726509094,0.7791151404380798,29,2,100,0.9900000095367432,1.2999999523162842,0.8999999761581421,347.7082214355469,59.34983444213867,2.339773654937744,1.811170220375061
CottageWalls_Plane_Oblique_Longest,310.86810302734375,107.5959243774414,313.4114990234375,172.37100219726563,313.4114990234375,172.37100219726563,131.49710083007813,313.4114990234375,1.0,0.8432325124740601,0.9158648252487183,0.8697741627693176,0.8422497510910034,0.8129503726959229,0.8104754090309143,29,2,100,0.9900000095367432,1.2999999523162842,0.8999999761581421,298.6314697265625,60.02259063720703,2.0973727703094482,1.8889689445495605
